y/D,u (x/D=3.0),u (x/D=3.5),u (x/D=4.0),u (x/D=4.5),u (x/D=5.0),u (x/D=5.5),u (x/D=6.0),u (x/D=6.5),u (x/D=7.0),u (x/D=7.5),u (x/D=8.0)
-1.99947863698591,10.0575083070538,10.0406352955958,10.0234942402694,10.0102675326798,10.0013629805523,9.99705763192001,9.99890720149761,10.0000318330504,10.0000220584622,9.99309853284525,9.99118147098613
-1.98170549354603,10.0564091016216,10.0379080329501,10.0205040344162,10.0075051478624,10.0000179850957,9.99743852957688,9.99980431230556,10.0009150302259,10.0009583807613,9.99617563107675,9.99611720119313
-1.96393235010616,10.055316329078,10.036444064245,10.0210661715849,10.007344445299,9.99928778110726,9.99755806060489,10.0002344587372,10.000964305347,10.0023594381905,10.0016179836246,10.0037564185842
-1.94615920666628,10.0542989353362,10.036481314655,10.0234993022197,10.008572206723,9.99954562934804,9.99722794709834,10.0001123751397,10.0014022275883,10.0045102990127,10.0071342342698,10.011711866839
-1.92838606322641,10.0534186533813,10.0377696620275,10.0254596216237,10.0095803557013,10.0008077478769,9.99694414935988,9.99923875746189,10.002722544185,10.0068006613854,10.0116657167507,10.0182335872902
-1.91061291978653,10.0533889459273,10.0394411815313,10.0259740674407,10.0095045236453,10.0022192547671,9.99705437971714,9.99895677110597,10.0046105794828,10.0094383651061,10.0152594046741,10.0227299049596
-1.89283977634666,10.0547986805725,10.0409903782792,10.0250761034762,10.0090417062746,10.0025402296303,9.99750917423762,10.0003054714386,10.0078334328527,10.0135500357152,10.0188942047322,10.0254485239815
-1.87506663290678,10.0567881427714,10.0405469546541,10.0230854030937,10.0087769683225,10.0020839020702,9.99771698643525,10.0028334927757,10.0122370482923,10.0192035975293,10.0225965135679,10.0272454356803
-1.85729348946691,10.0569000045856,10.0376778221427,10.0196919402187,10.0088267455949,10.0020732083041,9.99844243163659,10.0060337994774,10.0165084992452,10.0233326792858,10.0255190222728,10.0279208750669
-1.83952034602703,10.0543310519085,10.0330012532382,10.015694597407,10.0082478644736,10.0036458986823,10.0010169217847,10.0098183579697,10.0196594902917,10.0251066955641,10.0275774611981,10.0271634862474
-1.82174720258716,10.0499077816545,10.0284576283581,10.0124577019355,10.0077691569109,10.0069790424325,10.0059557834356,10.0137262030562,10.0224044402674,10.0253771025606,10.0284566215504,10.0247769278191
-1.80397405914728,10.0455551193201,10.0256044051773,10.0114982703128,10.0083571894581,10.0111061724148,10.0118274287374,10.017527421663,10.0247021554593,10.0249362598588,10.0268969901703,10.0208256069462
-1.78620091570741,10.0428226962945,10.0252414119059,10.0132285150686,10.0103237876851,10.0144023880366,10.0174032894917,10.0210941714928,10.0263118851456,10.0237071629163,10.0233301713874,10.0151435438767
-1.76842777226753,10.042848231727,10.027826844675,10.0172535033097,10.0136336217301,10.0174510375918,10.0221432244105,10.0246440410877,10.0276355909941,10.0223348689667,10.0185056608614,10.0090053621488
-1.75065462882766,10.0457714029328,10.033175226068,10.0227280216669,10.0183839904963,10.0214224789956,10.026819466787,10.0284509745961,10.029629900871,10.0214084604211,10.0140297596966,10.0044915579668
-1.73288148538778,10.0499872471219,10.038620419194,10.0285663659533,10.0245835561989,10.0268468989372,10.0316853849396,10.0323667245392,10.0302276214055,10.0200954187408,10.0106197120231,10.002667927026
-1.71510834194791,10.0544084881011,10.0430220737731,10.0342333957011,10.0320381425247,10.0332572885234,10.0367125024068,10.0349848423537,10.0281035308155,10.0166661727225,10.0078676605488,10.0019473293099
-1.69733519850804,10.0586596982685,10.0468600791678,10.039967575108,10.0392918285826,10.0397820611521,10.0405988011111,10.0353004971354,10.0237462603075,10.0120836203871,10.0046071418004,9.99999335914162
-1.67956205506816,10.062690711687,10.0513602581545,10.0453226568613,10.0446663109481,10.0447902737543,10.0422466097356,10.0335110521121,10.0197028435284,10.008009339347,10.0014580592611,9.99718703566382
-1.66178891162829,10.0666977227657,10.056206495561,10.0503179753711,10.0478154710771,10.0468900689746,10.0408922758221,10.03153497562,10.0176900853475,10.0057613527109,9.9998268653714,9.99560755522265
-1.64401576818841,10.0706661540689,10.0609464846689,10.0550246200472,10.0502768592754,10.046459104511,10.038797408288,10.0301993369399,10.0176537838957,10.0055070221587,10.0005273426546,9.99591473079119
-1.62624262474854,10.0751819232299,10.0657456359619,10.0597044240895,10.0521847736581,10.0448567023606,10.0371159084707,10.0289163285794,10.018023085682,10.0067944178746,10.0031319608079,9.99791924088609
-1.60846948130866,10.0809322541354,10.0713687487107,10.0640331232155,10.0535269235831,10.0432426559695,10.0357847878591,10.0270230819431,10.0173771485925,10.0086867082255,10.0066147870788,10.0007268621507
-1.59069633786879,10.0877162451644,10.0766488310325,10.0675358781756,10.053910992873,10.0422686560617,10.0340000309137,10.0251887774671,10.0158105324219,10.010002469577,10.0086589124367,10.0026338731093
-1.57292319442891,10.0945655670831,10.0807837659697,10.0694016407115,10.0535612032093,10.0412249490177,10.0320934380417,10.0242036044512,10.0147225293138,10.0093156698348,10.0076101724972,10.0009898767201
-1.55515005098904,10.1005391874356,10.0835696315635,10.0698207046743,10.0521205037975,10.0399619036388,10.0305334559995,10.0240711887563,10.0142402228219,10.0067249088792,10.0025499325113,9.99580339013051
-1.53737690754916,10.1048004264843,10.0856669054864,10.0688138158108,10.0502799749961,10.0392200739838,10.0299216300538,10.023693911126,10.013465796628,10.0020921105198,9.99530138559987,9.98929114537907
-1.51960376410929,10.1077958941159,10.086679438266,10.0672678541805,10.0490018236516,10.0394737193869,10.0294404700999,10.0226118922525,10.0103314108025,9.99603431521101,9.98735852392274,9.98301781898895
-1.50183062066941,10.1099692889495,10.0866528791968,10.0660256480191,10.0488561276482,10.0395974618536,10.0288623690496,10.0202572689106,10.0052818501377,9.98974810353375,9.98086692995076,9.97621141007978
-1.48405747722954,10.1114724673498,10.0857576143136,10.0654388014298,10.0488167470149,10.0388066934411,10.0279601995308,10.0171457883253,10.0001827400639,9.98515050182404,9.97625316933502,9.9675612938392
-1.46628433378966,10.1125254142492,10.085445498767,10.064738025253,10.0482302169261,10.0371879600974,10.0271396926841,10.0138898164477,9.99695037397651,9.98257962465301,9.97243286855303,9.95618737780339
-1.44851119034979,10.1136507685181,10.0857783468547,10.0638273052235,10.046866127011,10.0357670214257,10.0258442617541,10.0108930014648,9.99409933219823,9.98056127659012,9.96726522748643,9.94311435142247
-1.43073804690991,10.1138688282355,10.0860075931456,10.0635134490928,10.0462460712554,10.0344164594977,10.0230163274274,10.0071396256805,9.99024188954817,9.97694886360526,9.96052474044091,9.92855413445998
-1.41296490347004,10.112362847271,10.0851724217806,10.0639630260034,10.0465250538704,10.031851097754,10.0159943168903,10.0014869029563,9.9846559452055,9.97097456443317,9.95157424855646,9.91276559483961
-1.39519176003017,10.1090412570321,10.0837471748193,10.0638216652141,10.0452407204786,10.0255940953886,10.0051062610788,9.99291848689695,9.97792642531165,9.96216856714755,9.94035696309221,9.89674419795003
-1.37741861659029,10.1056116212376,10.0817979092916,10.0620487697414,10.0398341627693,10.0164910864191,9.99379671778348,9.98299372503891,9.96981601763275,9.95186052341915,9.92534460510176,9.88128429363773
-1.35964547315042,10.1031608846142,10.0797931204056,10.0578436932125,10.0315777787362,10.0059732806037,9.98503126260954,9.97429234234167,9.96172122564127,9.94082397964707,9.9076250174652,9.86619688428253
-1.34187232971054,10.1009892007728,10.0770086678866,10.051772061186,10.0219283929371,9.99582357835435,9.97913891792797,9.96772456674911,9.95435482725043,9.92917799592425,9.88883531321495,9.85099624130037
-1.32409918627067,10.0967590064777,10.0729360977792,10.0440885911263,10.012728162566,9.98741907662079,9.97535932426985,9.96315076491794,9.94722072137074,9.9153213035744,9.87124059117603,9.83384329071499
-1.30632604283079,10.0906937697023,10.0664971764771,10.0355253275728,10.0049114486736,9.98166756004986,9.97316439538507,9.96015795383252,9.93969305327827,9.89986182917203,9.85263438250279,9.81587485851037
-1.28855289939092,10.0833780043516,10.0583217522355,10.0271477576817,9.99978844497133,9.97921189076151,9.97240106418469,9.95748468432234,9.93236156303478,9.88363503218419,9.83281949097549,9.79971268224512
-1.27077975595104,10.0750845943605,10.0487563170589,10.0204193338223,9.99783619251429,9.98024527677017,9.97189686016573,9.95394808514371,9.9231058991579,9.86735597867601,9.81349903121481,9.78522863001977
-1.25300661251117,10.0647175747189,10.0387310989987,10.0155413116952,9.99775414692456,9.9824564090484,9.97066441211692,9.94768321367574,9.9094816992933,9.85028627169195,9.79690646128262,9.76780619590396
-1.23523346907129,10.0527409227064,10.0284726544538,10.0117434589987,9.99723275445154,9.98439723219119,9.96752340071114,9.93813382815606,9.88853483822643,9.83222044825366,9.780330639455,9.74574799451976
-1.21746032563142,10.0408908150032,10.0190901006044,10.0079870297561,9.99541746910785,9.98529191991521,9.96091397424435,9.92329971134365,9.86363943034265,9.81112486229678,9.7608322289945,9.71774051783119
-1.19968718219154,10.0315454970396,10.0114451911024,10.0043626375866,9.99211859180166,9.98393274034466,9.94841770832684,9.90537536121591,9.83732476515249,9.78639927541534,9.73683464337325,9.68561690628374
-1.18191403875167,10.0249044202461,10.0056244136284,9.99962347524493,9.98828725800926,9.97699504590927,9.93117480890443,9.88301167590015,9.81032526872459,9.75755563019753,9.7113635746735,9.65023304441171
