pitch_St,pitch_amp,thrust_loss
0.83,5.5,0.994795788384112
0.84,0.5,0.995197743350843
0.84,1,0.995560604165101
0.84,1.5,0.996068666918952
0.84,2,0.996614199517313
0.84,2.5,0.996967220527925
0.84,3,0.997019733763889
0.84,3.5,0.99691327047608
0.84,4,0.996810239764242
0.84,4.5,0.996600098284417
0.84,5,0.995994740269864
0.84,5.5,0.994827617466312
0.85,0.5,0.995140781365678
0.85,1,0.995505861852102
0.85,1.5,0.996005003102855
0.85,2,0.996534394917845
0.85,2.5,0.996884364546814
0.85,3,0.996959711714876
0.85,3.5,0.996882052032373
0.85,4,0.996791816505122
0.85,4.5,0.996584195505959
0.85,5,0.995990910497724
0.85,5.5,0.994854409680914
0.86,0.5,0.995083121351625
0.86,1,0.99544970963453
0.86,1.5,0.995939902416014
0.86,2,0.996453935288145
0.86,2.5,0.996800966806204
0.86,3,0.996897603851262
0.86,3.5,0.996846893371722
0.86,4,0.996769101364277
0.86,4.5,0.996564527826993
0.86,5,0.995983248153619
0.86,5.5,0.994876395235244
0.87,0.5,0.995024807299881
0.87,1,0.995392263732082
0.87,1.5,0.995873532809468
0.87,2,0.996372965303539
0.87,2.5,0.996717143531334
0.87,3,0.996833608916988
0.87,3.5,0.99680807007492
0.87,4,0.996742332993888
0.87,4.5,0.996541264707487
0.87,5,0.995971922449233
0.87,5.5,0.994893794618612
0.88,0.5,0.994965884642028
0.88,1,0.995333637175354
0.88,1.5,0.995806053700053
0.88,2,0.996291626136154
0.88,2.5,0.996633015504649
0.88,3,0.996767921758558
0.88,3.5,0.996765846082826
0.88,4,0.996711743116766
0.88,4.5,0.996514573001308
0.88,5,0.995957097546637
0.88,5.5,0.994906819142291
0.89,0.5,0.994906399823466
0.89,1,0.995273939451746
0.89,1.5,0.995737615914184
0.89,2,0.996210055072477
0.89,2.5,0.996548707841566
0.89,3,0.996700732676475
0.89,3.5,0.996720473627504
0.89,4,0.996677556219623
0.89,4.5,0.996484616654522
0.89,5,0.99593893275015
0.89,5.5,0.994915671438101
0.9,0.5,0.994846399912416
0.9,1,0.995213276202927
0.9,1.5,0.995668361608067
0.9,2,0.996128384890662
0.9,2.5,0.996464349782833
0.9,3,0.996632226570939
0.9,3.5,0.996672193154312
0.9,4,0.996639989304623
0.9,4.5,0.996451556431829
0.9,5,0.9959175826693
0.9,5.5,0.994920545918629
0.91,0.5,0.994785932243941
0.91,1,0.995151748970938
0.91,1.5,0.995598424173886
0.91,2,0.996046742958736
0.91,2.5,0.996380074503947
0.91,3,0.996562581842216
0.91,3.5,0.996621233243752
0.91,4,0.99659925169533
0.91,4.5,0.996415549671697
0.91,5,0.995893197357826
0.91,5.5,0.994921629202004
0.92,0.5,0.994725044098157
0.92,1,0.995089454990658
0.92,1.5,0.99552792814456
0.92,2,0.995965250017087
0.92,2.5,0.996296018942001
0.92,3,0.996491969010294
0.92,3.5,0.996567810544815
0.92,4,0.99655554489374
0.92,4.5,0.996376750070318
0.92,5,0.995865922433086
0.92,5.5,0.994919100504054
0.93,0.5,0.994663782411709
0.93,1,0.995026487026756
0.93,1.5,0.995456989112156
0.93,2,0.995884018623016
0.93,2.5,0.99621232363993
0.93,3,0.996420549035579
0.93,3.5,0.99651212973386
0.93,4,0.996509062485737
0.93,4.5,0.996335307494146
0.93,5,0.995835899179618
0.93,5.5,0.994913132000531
0.94,0.5,0.994602193521412
0.94,1,0.994962933253511
0.94,1.5,0.995385713676989
0.94,2,0.995803151269686
0.94,2.5,0.996129132608089
0.94,3,0.996348471359738
0.94,3.5,0.996454383514705
0.94,4,0.996459990092577
0.94,4.5,0.996291367820598
0.94,5,0.995803264640159
0.94,5.5,0.994903889161963
0.95,0.5,0.994540322938841
0.95,1,0.99489887717611
0.95,1.5,0.995314199445091
0.95,2,0.99572273825491
0.95,2.5,0.996046593202875
0.95,3,0.996275871751054
0.95,3.5,0.996394752676079
0.95,4,0.996408505366235
0.95,4.5,0.996245072806113
0.95,5,0.99576815169693
0.95,5.5,0.994891531063514
0.96,0.5,0.994478215154561
0.96,1,0.994834397591893
0.96,1.5,0.995242535091109
0.96,2,0.995642855470778
0.96,2.5,0.995964856022035
0.96,3,0.996202870134132
0.96,3.5,0.99633340622165
0.96,4,0.996354778026471
0.96,4.5,0.996196559980706
0.96,5,0.995730689145617
0.96,5.5,0.994876210672129
0.97,0.5,0.9944159134706
0.97,1,0.994769568589935
0.97,1.5,0.995170800501402
0.97,2,0.995563562402919
0.97,2.5,0.995884074816219
0.97,3,0.996129568696952
0.97,3.5,0.996270501585238
0.97,4,0.996298969937349
0.97,4.5,0.996145962567882
0.97,5,0.995691001764052
0.97,5.5,0.994858075113031
0.98,0.5,0.99435345985964
0.98,1,0.994704459587071
0.98,1.5,0.995099067007986
0.98,2,0.995484900734033
0.98,2.5,0.995804406416297
0.98,3,0.99605605066332
0.98,3.5,0.996206184939744
0.98,4,0.996241235220773
0.98,4.5,0.9960934094287
0.98,5,0.995649210377347
0.98,5.5,0.994837265917521
0.99,0.5,0.994290894849388
0.99,1,0.994639135398066
0.99,1.5,0.995027397718571
0.99,2,0.995406893979759
0.99,2.5,0.995726010675894
0.99,3,0.99598238013569
0.99,3.5,0.996140591602728
0.99,4,0.996181720404248
0.99,4.5,0.996039025028573
0.99,5,0.995605431920843
0.99,5.5,0.994813919253856
1,0.5,0.994228257430489
1,1,0.994573656337318
1,1.5,0.99495584794134
1,2,0.995329548481423
1,2.5,0.995649049587585
1,3,0.995908603292536
1,3.5,0.996073846535201
1,4,0.996120564599778
1,4.5,0.995982929425384
1,5,0.995559779502064
1,5.5,0.994788166142852
1.01,0.5,0.994165584986279
1.01,1,0.994508078348988
1.01,1.5,0.994884465696283
1.01,2,0.995252855817922
1.01,2.5,0.995572990510665
1.01,3,0.995834750953337
1.01,3.5,0.996006064923684
1.01,4,0.99605789971047
1.01,4.5,0.995925238277338
1.01,5,0.995512362462556
1.01,5.5,0.9947601326597
