pitch_St,pitch_amp,thrust_loss
0.34,5.5,0.97710222086598
0.35,0.5,0.997736789364708
0.35,1,0.996306532591892
0.35,1.5,0.994131123124133
0.35,2,0.994208342289367
0.35,2.5,0.996775497094924
0.35,3,0.992028091112696
0.35,3.5,0.988573556156451
0.35,4,0.988707077288917
0.35,4.5,0.987578712748884
0.35,5,0.983559791003664
0.35,5.5,0.978086314953955
0.36,0.5,0.997674936706133
0.36,1,0.996252451873868
0.36,1.5,0.994158559084135
0.36,2,0.994376494942828
0.36,2.5,0.997108481948365
0.36,3,0.992316682289378
0.36,3.5,0.988762112165192
0.36,4,0.98913118350163
0.36,4.5,0.988221233531997
0.36,5,0.984394996769129
0.36,5.5,0.979030708092211
0.37,0.5,0.997610560198916
0.37,1,0.996201049669796
0.37,1.5,0.994202364361672
0.37,2,0.994569536494897
0.37,2.5,0.997444467735297
0.37,3,0.992622189456048
0.37,3.5,0.988960657886462
0.37,4,0.989518250196959
0.37,4.5,0.988817580809132
0.37,5,0.985182008864936
0.37,5.5,0.979935567900136
0.38,0.5,0.997544313005389
0.38,1,0.996153545843441
0.38,1.5,0.994262473833276
0.38,2,0.994792042196302
0.38,2.5,0.997771435828719
0.38,3,0.992938155515386
0.38,3.5,0.989178967674434
0.38,4,0.989875419441738
0.38,4.5,0.989370450038256
0.38,5,0.985922844882949
0.38,5.5,0.980801296685641
0.39,0.5,0.997476829719354
0.39,1,0.996110878863389
0.39,1.5,0.994338270345371
0.39,2,0.995037338746453
0.39,2.5,0.998074914493764
0.39,3,0.993258690697007
0.39,3.5,0.989426995388759
0.39,4,0.990208971235729
0.39,4.5,0.989882730677424
0.39,5,0.986619561525284
0.39,5.5,0.981628490951769
0.4,0.5,0.997408711078457
0.4,1,0.996073722287312
0.4,1.5,0.994428618404891
0.4,2,0.995295004218357
0.4,2.5,0.99833813179428
0.4,3,0.993578547350835
0.4,3.5,0.989707860895644
0.4,4,0.990524228002791
0.4,4.5,0.990357411839347
0.4,5,0.987274235477768
0.4,5.5,0.982417905334635
0.41,0.5,0.997340510608497
0.41,1,0.996042502897423
0.41,1.5,0.994531937161975
0.41,2,0.995556198583713
0.41,2.5,0.998547190924435
0.41,3,0.993893200298352
0.41,3.5,0.990012871206854
0.41,4,0.990825521056093
0.41,4.5,0.990797494119644
0.41,5,0.987888945636672
0.41,5.5,0.983170421141996
0.42,0.5,0.997272724169972
0.42,1,0.996017422793172
0.42,1.5,0.994646303360613
0.42,2,0.995813716259448
0.42,2.5,0.998706474795998
0.42,3,0.994198909359031
0.42,3.5,0.990336198320901
0.42,4,0.991116219960883
0.42,4.5,0.991205913407673
0.42,5,0.988465756625435
0.42,5.5,0.98388701923256
0.43,0.5,0.997205782784721
0.43,1,0.995998484445629
0.43,1.5,0.994769569789099
0.43,2,0.996061953098809
0.43,2.5,0.998824613198626
0.43,3,0.994492744618837
0.43,3.5,0.99067255640239
0.43,4,0.991398812659456
0.43,4.5,0.991585479803434
0.43,5,0.98900670366562
