pitch_St,pitch_amp,power_loss
0.84,1,0.998471080844759
0.84,1.5,0.997654452278568
0.84,2,0.996695258513922
0.84,2.5,0.995590622067331
0.84,3,0.994344450208389
0.84,3.5,0.992966209071651
0.84,4,0.991469980394903
0.84,4.5,0.98987299575225
0.84,5,0.988193155546581
0.84,5.5,0.986446852958103
0.85,0.5,0.998989028953483
0.85,1,0.998308652965462
0.85,1.5,0.997499101592244
0.85,2,0.996552139871029
0.85,2.5,0.995466049743818
0.85,3,0.994244993561983
0.85,3.5,0.992897466078795
0.85,4,0.991435835089945
0.85,4.5,0.989875605400296
0.85,5,0.98823336224277
0.85,5.5,0.986524726898795
0.86,0.5,0.998823135657576
0.86,1,0.998146379140985
0.86,1.5,0.997344017710656
0.86,2,0.996409178975708
0.86,2.5,0.995341265599808
0.86,3,0.994144718146929
0.86,3.5,0.992827087143661
0.86,4,0.991399099723562
0.86,4.5,0.989874651837353
0.86,5,0.988269105494914
0.86,5.5,0.986597340778187
0.87,0.5,0.998657371419244
0.87,1,0.997984464253657
0.87,1.5,0.997189406555379
0.87,2,0.996266581527434
0.87,2.5,0.995216481303191
0.87,3,0.994043856554157
0.87,3.5,0.992755329360086
0.87,4,0.991360049421365
0.87,4.5,0.989870419676208
0.87,5,0.988300670180888
0.87,5.5,0.986664972720157
0.88,0.5,0.998491927099294
0.88,1,0.997823104798613
0.88,1.5,0.997035470048777
0.88,2,0.996124553359885
0.88,2.5,0.995091909516821
0.88,3,0.993942640903107
0.88,3.5,0.992682444727543
0.88,4,0.991318949481243
0.88,4.5,0.989863181587058
0.88,5,0.988328329548201
0.88,5.5,0.986727890784202
0.89,0.5,0.998326982679751
0.89,1,0.99766248811997
0.89,1.5,0.996882405418959
0.89,2,0.995983300338028
0.89,2.5,0.99496776389667
0.89,3,0.993841302715556
0.89,3.5,0.992608679427794
0.89,4,0.99127605456579
0.89,4.5,0.989853197766556
0.89,5,0.98835234486421
0.89,5.5,0.986786352660991
0.9,0.5,0.998162706702575
0.9,1,0.997502791400459
0.9,1.5,0.996730404138263
0.9,2,0.995843028135952
0.9,2.5,0.994844259098334
0.9,3,0.99374007268711
0.9,3.5,0.992534272755229
0.9,4,0.991231607661521
0.9,4.5,0.98984071532633
0.9,5,0.988372965066737
0.9,5.5,0.986840605403505
0.91,0.5,0.997999255640785
0.91,1,0.99734418040248
0.91,1.5,0.996579650385849
0.91,2,0.995703941819285
0.91,2.5,0.994721610791394
0.91,3,0.993639180280496
0.91,3.5,0.992459455588367
0.91,4,0.991185838798853
0.91,4.5,0.989825967622654
0.91,5,0.988390426429202
0.91,5.5,0.986890885198973
0.92,0.5,0.997836773235731
0.92,1,0.997186807977581
0.92,1.5,0.996430318900912
0.92,2,0.995566245092176
0.92,2.5,0.994600035681296
0.92,3,0.99353885300351
0.92,3.5,0.992384448264625
0.92,4,0.991138963545982
0.92,4.5,0.989809173558957
0.92,5,0.988404952257816
0.92,5.5,0.986937417188337
0.93,0.5,0.997675389844824
0.93,1,0.997030812391996
0.93,1.5,0.99628257208183
0.93,2,0.995430138948633
0.93,2.5,0.99447975153825
0.93,3,0.993439315116805
0.93,3.5,0.992309457707889
0.93,4,0.991091181319707
0.93,4.5,0.98979053690388
0.93,5,0.988416752640908
0.93,5.5,0.986980415340142
0.94,0.5,0.997515221854051
0.94,1,0.996876315557484
0.94,1.5,0.996136556212809
0.94,2,0.995295819237449
0.94,2.5,0.99436097723286
0.94,3,0.993340785289346
0.94,3.5,0.992234673681213
0.94,4,0.991042673598665
0.94,4.5,0.989770245678082
0.94,5,0.988426024272125
0.94,5.5,0.987020082386274
0.95,0.5,0.997356371217488
0.95,1,0.996723421308541
0.95,1.5,0.995992396800787
0.95,2,0.995163472215182
0.95,2.5,0.994243932778067
0.95,3,0.993243472288203
0.95,3.5,0.992160264134356
0.95,4,0.990993602176287
0.95,4.5,0.989748471670946
0.95,5,0.98843295036932
0.95,5.5,0.987056609826055
0.96,0.5,0.997198925188204
0.96,1,0.996572213919229
0.96,1.5,0.995850193235088
0.96,2,0.99503326639896
0.96,2.5,0.99412883937698
0.96,3,0.993147567023447
0.96,3.5,0.992086369840903
0.96,4,0.990944107645114
0.96,4.5,0.989725370152045
0.96,5,0.988437700709102
0.96,5.5,0.987090178004094
0.97,0.5,0.997042956301048
0.97,1,0.996422757092223
0.97,1.5,0.995710013373994
0.97,2,0.994905337970565
0.97,2.5,0.994015919476263
0.97,3,0.993053228181897
0.97,3.5,0.99201309890992
0.97,4,0.990894308345162
0.97,4.5,0.989701079838083
0.97,5,0.988440431793154
0.97,5.5,0.987120956265654
0.98,0.5,0.996888522654528
0.98,1,0.996275093658394
0.98,1.5,0.99557188916927
0.98,2,0.99477976662002
0.98,2.5,0.993905396824816
0.98,3,0.992960558227871
0.98,3.5,0.991940522270282
0.98,4,0.990844300018157
0.98,4.5,0.989675723164019
0.98,5,0.988441287156655
0.98,5.5,0.987149103190461
0.99,0.5,0.99673566851736
0.99,1,0.996129246177813
0.99,1.5,0.995435814842543
0.99,2,0.994656542893392
0.99,2.5,0.993797496537291
0.99,3,0.992869570533222
0.99,3.5,0.991868671648465
0.99,4,0.990794156365646
0.99,4.5,0.989649406885803
0.99,5,0.98844039782137
0.99,5.5,0.987174766903692
1,0.5,0.996584425256575
1,1,0.995985218526368
1,1.5,0.99530174903744
1,2,0.994535542725383
1,2.5,0.993692443814678
1,3,0.992780162892817
1,3.5,0.99179754150166
1,4,0.99074393060422
1,4.5,0.989622223013212
1,5,0.98843788288769
1,5.5,0.987198085459418
1.01,0.5,0.996434812552372
1.01,1,0.995842998398944
1.01,1.5,0.995169621466124
1.01,2,0.99441654121379
1.01,2.5,0.9935893443354
1.01,3,0.992692129607518
1.01,3.5,0.991727095492264
1.01,4,0.990693657959044
1.01,4.5,0.989594250040139
1.01,5,0.988433850250895
1.01,5.5,0.987219187289331
