y/D,u (x/D=6.5),u (x/D=7.0),u (x/D=7.5),u (x/D=8.0),u (x/D=8.5),u (x/D=11.0),u (x/D=11.5),u (x/D=12.0),u (x/D=12.5),u (x/D=13.0),u (x/D=13.5)
-1.99947863698591,10.0927196154413,10.0685653171254,10.0539251836641,10.0515869485177,10.0678218665425,10.1390454285237,10.1200813313816,10.0985512462177,10.0772529191209,10.065319377616,10.05605103097
-1.98170549354603,10.0939907152644,10.0694149067195,10.0538337468269,10.050247020538,10.0654819206883,10.1370253336724,10.1195862499644,10.1018834201409,10.0828388015622,10.0681808458245,10.0590882615358
-1.96393235010616,10.0953830698159,10.0693891912436,10.0523793794911,10.0474468333682,10.063618787002,10.1376810016969,10.1222664048877,10.1054500004949,10.0884924991527,10.0718796489329,10.060649596377
-1.94615920666628,10.0953662453023,10.0686225347788,10.0490244261307,10.0440043119732,10.0615847589508,10.1415450037648,10.1269984964629,10.1081706285911,10.0909469248842,10.0730758347351,10.0572461176903
-1.92838606322641,10.0926873666887,10.0663669063354,10.045093084013,10.0404781885537,10.0593515749197,10.1485818645317,10.1317198104612,10.1089067197442,10.0892128195275,10.0694838196301,10.0506417211273
-1.91061291978653,10.0890568540018,10.0640138912402,10.0424975294722,10.038090555904,10.057162662643,10.1563285632527,10.1349388534722,10.1083698181288,10.0836516388567,10.0623161705934,10.0435377063716
-1.89283977634666,10.0868029101838,10.0621337308989,10.0416216024608,10.0369595365301,10.0561578804411,10.1610301126986,10.1371226352205,10.1073681199612,10.0769544025718,10.0531132983944,10.0366447170725
-1.87506663290678,10.0867067728714,10.0612710372141,10.0407014326234,10.0359912203996,10.0557728189277,10.1621839788371,10.1387124195412,10.106167280831,10.0703280786774,10.0437488228645,10.0285375726131
-1.85729348946691,10.0869772550548,10.0604813106604,10.0386567168022,10.0337736078934,10.0551313628313,10.158825068397,10.1383763211039,10.1020376817257,10.0632124524683,10.0336598022059,10.0198412976281
-1.83952034602703,10.085515900542,10.0585391171323,10.0348754035693,10.0308811592464,10.052957264414,10.1516395321425,10.1326605062695,10.094691680975,10.0534082830456,10.0223331712449,10.0114897669469
-1.82174720258716,10.0816770896469,10.0543191297787,10.0303699498358,10.0277022268729,10.0500600458231,10.1414799714546,10.1221688805065,10.0848794623851,10.0425927885982,10.0115139561268,10.0038057321383
-1.80397405914728,10.0778819098074,10.0497184462644,10.0263709317229,10.0250457444071,10.0481067628531,10.1314941627727,10.1094739958316,10.0744702939114,10.0319345116648,10.0048591425533,9.99500521191502
-1.78620091570741,10.0764903943944,10.0465074244267,10.0246408131202,10.0235598595606,10.0490638066447,10.1237794579035,10.0984212642321,10.0635552387619,10.0224039488033,10.0014288750834,9.98729603373702
-1.76842777226753,10.0785178718303,10.0457732637543,10.0260813268184,10.0245268905976,10.0533042833152,10.1185495400559,10.0901359849203,10.0532249348054,10.0146915723263,9.99873532574434,9.9809879611488
-1.75065462882766,10.0833581684463,10.0481443944453,10.0295862936384,10.027856576301,10.059355633831,10.114373548221,10.0837257704055,10.0448141037885,10.0100135285622,9.99502272447826,9.97511560677308
-1.73288148538778,10.0897350297925,10.0531956950609,10.0337997894415,10.0319945674306,10.0641874074864,10.1110964712068,10.0779434361695,10.0385008037989,10.0085943956342,9.9911370798146,9.96921257302028
-1.71510834194791,10.0968448270517,10.0601589783077,10.0380662412649,10.0360566100666,10.0673214978046,10.1088731933553,10.0729200813413,10.0324752666923,10.0087759694199,9.98760042432232,9.96420588570847
-1.69733519850804,10.1035921729614,10.0675951941552,10.0418553051167,10.0395990860768,10.0681721901602,10.1081841428708,10.0676407337744,10.026506843201,10.0075305444117,9.98467218245909,9.95930561707249
-1.67956205506816,10.107855066425,10.0727769232909,10.0452679317608,10.0416513767122,10.0679404564757,10.1081747866723,10.062341235958,10.0207916111053,10.0043051751251,9.97810020663739,9.95337052286434
-1.66178891162829,10.1098263978372,10.0748134013952,10.047537292585,10.0427196015906,10.0675191094269,10.1076161113953,10.0566305418485,10.0158910281355,9.99649164346961,9.96654069061658,9.94229608938209
-1.64401576818841,10.1109475839273,10.0747099015575,10.0487018486772,10.0432508460621,10.0677469011932,10.1044839968273,10.0506487264364,10.0095583379248,9.98283761244656,9.94987109161038,9.92596026537012
-1.62624262474854,10.1128375471539,10.0751884901625,10.0502307895676,10.0438081773508,10.0681642870315,10.0988234542863,10.0435892648086,9.99942828669873,9.96185808340653,9.93095392682352,9.90335325223729
-1.60846948130866,10.1162451046805,10.0772876201089,10.0534147057338,10.0442571468332,10.0687994203195,10.08966268102,10.0355228522387,9.98335581385236,9.93756318081869,9.91000418734589,9.87602719429666
