0/0,0/1,1/0,1/1,2/0,2/1,3/0,3/1,4/0,4/1,5/0,5/1,6/0,6/1,7/0,7/1,8/0,8/1,9/0,9/1,10/0,10/1,11/0,11/1,12/0,12/1,13/0,13/1,14/0,14/1,15/0,15/1,16/0,16/1
4.279661,52.783441,4.317524,52.789313,4.359271,52.742905,4.356358,52.707626,4.325291,52.696449,4.31267,52.698802,4.305874,52.705273,4.291311,52.704685,4.283545,52.695272,4.28937,52.688799,4.269953,52.68468,4.296166,52.659954,4.282574,52.653476,4.281603,52.648765,4.140831,52.643463,4.189373,52.711156,4.279661,52.783441
