,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200
2012-12-22 03:00:00,5.547422799563413,8.54497708412021,9.25733379993083,9.976756498145193,10.205356695181042,249.25718038904128,250.68894812290407,252.14997317602658,253.6261231897238,254.32371570019058
2012-12-22 04:00:00,5.0984341511798785,7.8234322006231185,8.46787529538774,8.94451335308142,9.225727496581342,247.75178013515125,249.00808529937848,250.28816532242814,250.87351781435294,251.47918009823815
2012-12-22 05:00:00,4.001753416600601,6.4056917230582044,6.988439658510289,7.424261851305074,7.765250510696989,236.3253130480235,238.1610934179991,240.03115364628715,241.0681544264622,242.38430529793678
2012-12-22 06:00:00,3.692443551066419,6.02656600718142,6.593893699964261,6.8296907802639835,7.130930866339619,216.7586605360163,219.42791109713582,222.15791179710098,224.501848643544,227.19900312379698
2012-12-22 07:00:00,4.236448446269623,6.904674993639171,7.555082496004321,7.778917621341908,7.975961922912822,198.2266861762448,201.1706486925865,204.17871705585426,206.57291281987088,209.76214151089442
2012-12-22 08:00:00,4.999638645411171,7.947586914093644,8.66031770275733,8.924992220590372,9.207759518604725,195.32515689542817,197.65398140572853,200.0344774406146,202.6870853667328,205.94736691258277
2012-12-22 09:00:00,5.658348389134141,8.75058307583655,9.486936271864979,9.77482786632119,10.031586353792738,191.31832376714536,193.4079034748403,195.5374321004218,198.97997612837287,202.2538838326682
2012-12-22 10:00:00,5.508337425857632,8.380199880571189,9.057538099713192,9.482260461319264,9.791778837914139,183.64140969058488,185.73650404181262,187.86773292102694,192.4850416374502,196.3584101587424
2012-12-22 11:00:00,5.483769964851639,8.793257515167262,9.593109296357127,9.978749193453726,10.32741709170785,175.63668196058316,178.40102086463554,181.21809029350445,185.2558031872634,188.75044376490757
2012-12-22 12:00:00,5.664094920078191,9.044434961039522,9.861517529189525,10.405415613879143,10.921097284737085,172.38288691324848,174.76203928931986,177.19484886942797,181.65214601304797,184.54755238414978
2012-12-22 13:00:00,5.640702720331503,9.428445055761086,10.364446124133456,10.84021171903415,11.478895543739373,160.28194921620724,162.6446991232054,165.05709347330577,169.49050771129728,172.17792609553683
2012-12-22 14:00:00,6.260713199422005,10.410004742313344,11.430597117388489,11.797854829805203,12.506233441832043,147.110791344831,149.38185088517628,151.69494639124477,155.04916910765365,157.3597389614153
2012-12-22 15:00:00,6.579657945182335,10.966919610306123,12.049440681187095,12.40236206497882,13.184394794402742,143.9374917901957,145.8798772085623,147.86624738113122,150.55867358434207,152.54138777704057
2012-12-22 16:00:00,8.239058627450664,12.361544533530214,13.328981277974648,13.507374483851894,14.130722776608659,144.6593738320842,146.10472717488346,147.5793044048867,148.99623796061707,150.19382801012983
2012-12-22 17:00:00,7.721365969306522,12.321073224603996,13.430088747647996,13.462890438546069,14.342492636082339,142.11639752764827,143.04293383841429,143.9918680954783,145.42904138059893,146.7351520415217
2012-12-22 18:00:00,7.120912089803017,11.670932411322914,12.782345288973646,12.807777274712311,13.767016057546572,141.89302051494934,143.32792813004303,144.791635216066,146.4881606417052,147.92607130987517
2012-12-22 19:00:00,7.2200924123573085,11.425001775688171,12.436987731114886,12.662083948196434,13.678893302446546,144.55446561569204,145.77477900834262,147.0307562568178,149.73480908695083,151.3284709610303
2012-12-22 20:00:00,6.8013544472389285,10.896458481502695,11.885305747202498,11.8894658369374,12.845733366905412,145.50958102293652,147.2698856699047,149.0685920880732,154.29227065873425,156.56195213876046
2012-12-22 21:00:00,6.704361842396555,9.317096719897364,9.911429341894744,10.146799592656897,10.766809194738032,151.30284109212735,154.2493490648329,157.2548790908295,166.0643171623987,170.05672163542414
2012-12-22 22:00:00,5.24171059246514,7.045708482744893,7.4515909696477225,7.471725439044913,7.936164980396505,156.61578853887653,164.0858454303007,171.70743222739458,181.77992858153274,188.9386658224794
